,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
515,"Lab Head, Principle Scientist, Dupixent/Type 2 Inflammation & Fibrosis - Cambridge, MA",-1,Job Description,3.7,"Sanofi
3.7","Cambridge, MA","Paris, France",10000+ employees,1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, GlaxoSmithKline"
516,Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),Job Description,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1
517,"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),Job Description,4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
518,"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,Job Description,-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
519,Data Analyst Senior,$48K-$85K (Glassdoor est.),Job Description,3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene"
520,Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),Job Description,4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
521,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),Job Description,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
522,Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),Job Description,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health"
523,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),Job Description,2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1
524,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),Job Description,3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm"
525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),Job Description,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
526,Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),Job Description,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
527,Chief Scientist - Emerging Technology Center,-1,Job Description,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
529,Senior Scientist Protein/Oligonucleotides,-1,Job Description,4.1,"Apellis Pharmaceuticals
4.1","Waltham, MA","Waltham, MA",201 to 500 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
530,Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),Job Description,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
531,Lead Data Engineer,-1,Job Description,-1,OneThree Biotech,"New York, NY","New York, NY",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
532,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),Job Description,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International"
533,Director Data Science,$124K-$199K (Glassdoor est.),Job Description,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
534,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),Job Description,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON"
535,Senior Data Engineer,$97K-$181K (Glassdoor est.),Job Description,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
536,"Senior Scientist, Logic Gated CAR T Cell Therapy",-1,Job Description,5,"Senti Biosciences
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
537,Senior Data Engineer,$100K-$173K (Glassdoor est.),Job Description,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost"
538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),Job Description,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com"
539,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
540,Data Scientist,$56K-$95K (Glassdoor est.),Job Description,3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1
541,Data Scientist,$111K-$176K (Glassdoor est.),Job Description,4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions"
542,Data Scientist,$75K-$127K (Glassdoor est.),Job Description,5,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
543,Data Engineer,$65K-$119K (Glassdoor est.),Job Description,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
544,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),Job Description,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
545,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),Job Description,4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1
546,Data Scientist,$94K-$139K (Glassdoor est.),Job Description,3.6,"Citi
3.6","Jersey City, NJ","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
547,Data Engineer,-1,Job Description,4,"SciPlay
4.0","Austin, TX","Cedar Falls, IA",201 to 500 employees,1998,Company - Public,Video Games,Media,Unknown / Non-Applicable,-1
548,Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),Job Description,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
549,Data Scientist,$92K-$149K (Glassdoor est.),Job Description,3.5,"Scale AI
3.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
550,Product Engineer â€?Data Science,$63K-$101K (Glassdoor est.),Job Description,3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes
551,Data Scientist,-1,Job Description,3.6,"Delphi-US
3.6","New York, NY","Newport, RI",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1
552,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),Job Description,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
553,Sr. BI Data Engineer III,-1,Job Description,3.4,"Astreya
3.4","Fremont, CA","San Jose, CA",1001 to 5000 employees,2001,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Milestone Technologies, Taos, GDH Consulting"
554,Data Scientist,$118K-$188K (Glassdoor est.),Job Description,2.7,"Change Healthcare
2.7","Emeryville, CA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
555,Data Scientist,$108K-$146K (Glassdoor est.),Job Description,3.4,"MZ
3.4","Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
556,Data Scientist,$65K-$106K (Glassdoor est.),Job Description,4.7,"HG Insights
4.7","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
557,Data Scientist,$55K-$98K (Glassdoor est.),Job Description,2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1
558,Data Scientist,$94K-$162K (Glassdoor est.),Job Description,3.5,"CBS Interactive
3.5","New York, NY","San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix"
559,Data Systems Specialist 2,-1,Job Description,3.8,"BioMarin Pharmaceutical
3.8","Novato, CA","San Rafael, CA",1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences"
560,Data Engineer,$63K-$120K (Glassdoor est.),Job Description,3.2,"Numeric, LLC
3.2","King of Prussia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
561,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),Job Description,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
562,Data Scientist,$127K-$202K (Glassdoor est.),Job Description,3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
563,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),Job Description,4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
564,Data Scientist,-1,Job Description,3.6,"GovTech
3.6","San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,2016,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
565,Market Data Analyst,$31K-$57K (Glassdoor est.),Job Description,3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1
566,Staff Data Engineer,$105K-$194K (Glassdoor est.),Job Description,3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic"
567,Associate Data Engineer,$45K-$86K (Glassdoor est.),Job Description,3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
568,Data Engineer,$75K-$143K (Glassdoor est.),Job Description,4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
569,Data Engineer 4 - Contract (Remote),-1,Job Description,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1
570,Staff Data Engineer,$126K-$228K (Glassdoor est.),Job Description,3.7,"Samsung Research America
3.7","Mountain View, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia"
571,Data Scientist,-1,Job Description,3.9,"Cuboid IT Solutions
3.9","Phoenix, AZ","San Jose, CA",501 to 1000 employees,-1,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
572,Data Scientist,$80K-$134K (Glassdoor est.),Job Description,4.7,"Systems & Technology Research
4.7","Arlington, VA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
573,Data Scientist,$120K-$189K (Glassdoor est.),Job Description,4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock"
574,Data Scientist,-1,Job Description,3.9,"Pyramid Consulting, Inc.
3.9","Piscataway, NJ","Alpharetta, GA",1001 to 5000 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"TEKsystems, Collabera, Artech Information Systems"
575,Data Scientist,$85K-$142K (Glassdoor est.),Job Description,4,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1
576,Senior Data Scientist,$95K-$154K (Glassdoor est.),Job Description,3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
577,Data Scientist,$111K-$176K (Glassdoor est.),Job Description,2.5,"CareDx
2.5","Brisbane, CA","Brisbane, CA",1 to 50 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom
578,Data Scientist,$87K-$140K (Glassdoor est.),Job Description,3.9,"Serigor Inc.
3.9","San Francisco, CA","Baltimore, MD",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
579,Data Scientist,$76K-$127K (Glassdoor est.),Job Description,3.4,"Leidos
3.4","Springfield, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
580,"Data Analyst, Performance Partnership",$54K-$92K (Glassdoor est.),Job Description,3.6,"Beckman Coulter Diagnostics
3.6","New York, NY","Brea, CA",10000+ employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific"
581,Data Analyst,-1,Job Description,4.4,"OSI Engineering
4.4","Newark, CA","Campbell, CA",51 to 200 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
582,Data Scientist,$61K-$100K (Glassdoor est.),Job Description,3.5,"IHS Markit
3.5","New York, NY","London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group"
583,Data Scientist,$81K-$140K (Glassdoor est.),Job Description,-1,ALIN,"New York, NY","Noida, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
584,Scientist â€?Cancer Drug Discovery,-1,Job Description,-1,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,-1
585,Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),Job Description,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee"
586,Data Scientist,$108K-$171K (Glassdoor est.),Job Description,3.5,"e-IT Professionals Corp.
3.5","Foster City, CA","Canton, MI",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1
587,Data Scientist,$112K-$179K (Glassdoor est.),Job Description,4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
588,Data Scientist,$63K-$111K (Glassdoor est.),Job Description,4,"Biz2Credit Inc
4.0","New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck"
589,Data Scientist,$75K-$126K (Glassdoor est.),Job Description,4.2,"PeoplesBank
4.2","Holyoke, MA","Holyoke, MA",201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1
590,Data Scientist Manager,$110K-$184K (Glassdoor est.),Job Description,3.8,"Capgemini
3.8","New York, NY","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria"
591,Data Engineer,$76K-$145K (Glassdoor est.),Job Description,3.7,"GNY Insurance Companies
3.7","New York, NY","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster"
592,Data Scientist,-1,Job Description,4.4,"Watchful
4.4","San Francisco, CA","Apopka, FL",1 to 50 employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,-1
593,Process Development Scientist,-1,Job Description,5,"Quality Consulting Group
5.0","Juncos, PR","Guaynabo, PR",51 to 200 employees,2011,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"Ultimate Solutions, Flexible & Integrated Technical Services, Mentor Technical Group"
594,Marketing Data Analyst,$36K-$62K (Glassdoor est.),Job Description,3.9,"Citadel Federal Credit Union
3.9","Exton, PA","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union"
595,Data Scientist,$70K-$118K (Glassdoor est.),Job Description,4.6,"Conch Technologies, Inc
4.6","Waltham, MA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
596,UX Data Scientist (Python),-1,Job Description,4.4,"OSI Engineering
4.4","San Francisco, CA","Campbell, CA",51 to 200 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
597,Senior Data Scientist,$94K-$153K (Glassdoor est.),Job Description,4.3,"Medidata Solutions
4.3","New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle
598,Sr Data Scientist,-1,Job Description,2.9,"Healthfirst
2.9","New York, NY","New York, NY",1001 to 5000 employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,"EmblemHealth, UnitedHealth Group, Aetna"
599,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),Job Description,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
600,Data Analyst,$50K-$92K (Glassdoor est.),Job Description,3.7,"CALIBRE Systems
3.7","Alexandria, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech"
601,Software Data Engineer - College,$49K-$97K (Glassdoor est.),Job Description,4,"HP Inc.
4.0","Corvallis, OR","Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
602,"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),Job Description,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
603,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),Job Description,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost"
604,Data Scientist,$80K-$139K (Glassdoor est.),Job Description,3.7,"Northrop Grumman
3.7","San Diego, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
605,Lead Data Scientist,$158K-$211K (Glassdoor est.),Job Description,3.7,"Visa Inc.
3.7","Bellevue, WA","Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover"
606,Senior Data Scientist - Algorithms,$150K-$180K (Glassdoor est.),Job Description,3.9,"Quartet Health
3.9","New York, NY","New York, NY",201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
607,Information Security Data Analyst,$42K-$80K (Glassdoor est.),Job Description,3.7,"Motorola Solutions
3.7","Chicago, IL","Chicago, IL",10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM"
608,Lead Data Engineer,$190K-$220K(Employer est.),Job Description,4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi"
609,Data Analyst,$42K-$77K (Glassdoor est.),Job Description,3.1,"Success Academy Charter Schools
3.1","New York, NY","New York, NY",1001 to 5000 employees,2006,School / School District,K-12 Education,Education,$100 to $500 million (USD),-1
610,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
611,Senior Data Engineer,-1,Job Description,4.2,"Octane
4.2","Houston, TX","New York, NY",51 to 200 employees,2014,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
612,Data Scientist,-1,Job Description,-1,CompuForce,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
613,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),Job Description,3,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions"
614,Data Analytics Project Manager,$34K-$92K (Glassdoor est.),Job Description,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
615,Pharmacovigilance Scientist (Senior Pharmacovigilance),-1,Job Description,4.6,"Greenwich Biosciences
4.6","Carlsbad, CA","Carlsbad, CA",201 to 500 employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
616,Data Analyst,$47K-$85K (Glassdoor est.),Job Description,3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY",1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing"
617,Data Engineer,$65K-$124K (Glassdoor est.),Job Description,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
618,Data Scientist,-1,Job Description,-1,WeRide.ai,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
619,Data Scientist,$56K-$95K (Glassdoor est.),Job Description,4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX"
620,Analytics Manager,-1,Job Description,3.3,"FrankCrum Staffing
3.3","Tallahassee, FL","Clearwater, FL",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
621,Data Scientist,-1,Job Description,-1,ODSC Hiring Partner,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1
622,Machine Learning Engineer,$62K-$112K (Glassdoor est.),Job Description,4,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek"
623,Senior Data Scientist Oncology,$107K-$173K (Glassdoor est.),Job Description,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
624,Data Scientist,$64K-$108K (Glassdoor est.),Job Description,3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
625,Senior Data Scientist,$89K-$144K (Glassdoor est.),Job Description,4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
626,Data Science Manager,-1,Job Description,-1,Decode_M,"New York, NY","New York, NY",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
